hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
6,-8,-2,1029,20.56,0,0,259
7,-10,-2,1030,23.69,0,0,28
8,-14,0,1031,28.61,0,0,8
10,-22,4,1033,40.68,0,0,9
12,-25,5,1032,4.92,0,0,14
13,-23,5,1031,7.15,0,0,11
14,-24,7,1030,12.96,0,0,10
15,-25,7,1029,16.98,0,0,14
16,-25,7,1029,22.79,0,0,10
17,-26,7,1029,27.71,0,0,9
19,-23,5,1029,33.52,0,0,30
20,-20,0,1029,0.89,0,0,31
22,-14,-3,1029,2.67,0,0,38
23,-14,-3,1029,3.56,0,0,49
1,-14,-5,1029,0.45,0,0,116
3,-14,-6,1028,0.89,0,0,120
4,-13,-7,1028,2.68,0,0,113
5,-13,-7,1028,4.47,0,0,90
6,-14,-9,1028,6.26,0,0,73
7,-14,-8,1028,8.05,0,0,63
8,-12,-2,1029,9.84,0,0,54
9,-13,-1,1029,11.63,0,0,55
10,-15,2,1029,0.89,0,0,58
11,-16,4,1029,1.79,0,0,61
12,-16,7,1028,0.89,0,0,76
13,-17,9,1027,2.68,0,0,78
15,-17,10,1025,1.79,0,0,116
16,-17,10,1025,1.79,0,0,144
17,-16,9,1025,3.58,0,0,163
18,-14,6,1026,0.89,0,0,164
19,-13,5,1027,1.79,0,0,185
20,-11,1,1027,0.89,0,0,243
21,-10,-1,1027,0.89,0,0,256
22,-9,-2,1028,1.79,0,0,356
23,-10,1,1028,3.58,0,0,364
0,-10,1,1028,0.89,0,0,426
2,-9,-1,1027,2.67,0,0,417
5,-9,-4,1026,0.89,0,0,287
7,-9,-4,1026,1.79,0,0,266
8,-6,-2,1027,2.68,0,0,270
9,-6,0,1027,1.79,0,0,282
10,-7,2,1028,0.89,0,0,284
11,-7,2,1027,1.79,0,0,319
12,-7,3,1027,1.79,0,0,347
13,-8,3,1025,3.58,0,0,337
15,-8,4,1024,0.89,0,0,323
16,-7,4,1023,1.78,0,0,318
17,-7,4,1024,2.67,0,0,313
18,-7,3,1024,0.89,0,0,316
19,-6,3,1025,0.89,0,0,313
20,-7,1,1026,1.78,0,0,404
21,-6,1,1026,0.89,0,0,532
22,-5,2,1027,2.68,0,0,386
23,-5,0,1028,0.89,0,0,383
2,-4,-1,1029,1.79,0,0,222
4,-4,0,1028,1.78,0,0,207
5,-4,0,1027,0.89,0,0,200
7,-4,1,1028,3.13,0,0,176
10,-5,1,1030,8.5,1,0,137
11,-4,0,1029,11.63,2,0,111
13,-3,-1,1028,0.89,4,0,118
15,-2,-1,1026,3.13,0,0,143
17,-2,-1,1025,8.05,0,0,158
18,-3,-1,1025,11.18,0,0,153
19,-3,-2,1025,12.97,0,0,143
21,-4,-1,1025,17.89,0,0,144
22,-4,-1,1025,18.78,0,0,148
23,-4,0,1025,21.91,0,0,153
1,-4,-1,1024,25.49,0,0,153
2,-6,-4,1023,26.38,0,0,153
3,-6,-5,1022,28.17,0,0,148
4,-7,-6,1021,29.96,0,0,152
5,-7,-6,1021,33.09,0,0,163
6,-7,-7,1021,36.22,0,0,155
8,-5,-4,1022,39.8,0,0,143
9,-5,-1,1022,43.82,0,0,155
10,-4,2,1022,46.95,0,0,172
11,-3,4,1020,50.08,0,0,173
14,-4,10,1018,1.79,0,0,208
15,-5,11,1017,5.81,0,0,198
17,-6,10,1017,12.96,0,0,213
19,-4,5,1018,17.88,0,0,244
20,-3,3,1019,19.67,0,0,289
21,-3,1,1019,21.46,0,0,341
22,-3,1,1019,23.25,0,0,370
23,-4,-1,1019,0.89,0,0,382
0,-4,-2,1019,0.89,0,0,415
1,-5,-3,1019,0.89,0,0,414
2,-6,-5,1018,1.78,0,0,415
3,-7,-6,1018,1.79,0,0,408
4,-4,-4,1018,0.45,0,0,414
6,-4,-3,1019,1.78,0,0,395
7,-5,-5,1019,4.91,0,0,394
9,-3,3,1020,12.96,0,0,247
10,-5,8,1020,17.88,0,0,188
12,-15,14,1018,4.92,0,0,63
14,-17,16,1016,13.86,0,0,32
15,-17,15,1015,3.13,0,0,25
16,-18,15,1014,1.79,0,0,23
17,-17,14,1014,4.92,0,0,27
18,-17,11,1013,6.71,0,0,277
21,-5,7,1014,16.55,0,0,259
23,-4,4,1014,0.89,0,0,265
0,-5,3,1013,1.78,0,0,367
1,-1,4,1011,4.02,0,0,392
2,0,4,1010,8.94,0,0,400
4,1,3,1010,12.52,0,0,466
5,2,3,1009,15.65,0,0,485
6,1,2,1008,17.44,0,0,525
7,1,2,1008,19.23,0,0,502
8,1,2,1009,1.79,0,0,449
11,-2,7,1011,4.02,0,0,229
12,-14,10,1012,11.17,0,0,111
13,-20,11,1013,23.24,0,0,95
15,-19,9,1014,48.28,0,0,39
17,-19,5,1018,71.53,0,0,17
18,-19,4,1020,81.36,0,0,13
19,-19,3,1021,90.3,0,0,11
20,-20,2,1023,100.13,0,0,12
22,-22,1,1027,122.92,0,0,6
23,-23,0,1028,134.99,0,0,9
2,-23,-1,1028,180.14,0,0,5
3,-26,-2,1029,195.34,0,0,6
5,-24,-2,1031,217.24,0,0,8
7,-23,-3,1032,232.44,0,0,9
10,-25,0,1035,7.15,0,0,11
11,-25,2,1034,12.07,0,0,12
12,-24,3,1034,4.02,0,0,11
15,-24,5,1032,8.04,0,0,9
16,-25,6,1032,3.13,0,0,8
18,-21,2,1033,12.97,0,0,10
19,-21,2,1034,1.79,0,0,13
20,-24,1,1034,6.71,0,0,13
22,-19,0,1036,11.63,0,0,27
23,-19,0,1036,14.76,0,0,12
0,-18,0,1036,17.89,0,0,10
1,-18,-1,1036,1.79,0,0,11
3,-17,-2,1037,0.45,0,0,10
4,-15,-5,1036,1.79,0,0,9
5,-16,-3,1036,4.92,0,0,10
6,-15,-5,1035,8.05,0,0,12
9,-16,-1,1035,16.99,0,0,18
10,-17,0,1035,20.12,0,0,17
11,-19,2,1035,0.89,0,0,24
13,-19,3,1033,1.79,0,0,43
14,-18,3,1032,3.58,0,0,39
15,-19,4,1030,5.37,0,0,42
16,-19,4,1030,7.16,0,0,56
19,-17,1,1029,1.79,0,0,66
20,-16,1,1029,3.58,0,0,81
23,-14,-1,1028,0.89,0,0,153
0,-13,-4,1027,0.89,0,0,157
2,-11,-3,1025,0.89,0,0,145
4,-11,-5,1023,3.57,0,0,119
6,-11,-6,1022,5.35,0,0,134
7,-10,-5,1022,7.14,0,0,138
9,-13,3,1022,13.4,0,0,100
11,-14,5,1021,16.98,0,0,117
12,-15,10,1019,0.89,0,0,115
13,-16,12,1018,3.13,0,0,110
17,-17,15,1016,3.13,0,0,50
19,-16,10,1018,3.58,0,0,143
21,-12,5,1019,1.79,0,0,86
22,-10,3,1019,0.89,0,0,73
23,-10,3,1020,1.78,0,0,86
0,-14,9,1021,8.94,0,0,69
1,-14,9,1021,16.09,0,0,24
2,-13,8,1022,23.24,0,0,5
3,-13,4,1023,26.37,0,0,4
4,-13,2,1023,29.5,0,0,5
5,-12,1,1023,1.79,0,0,7
6,-12,0,1024,0.89,0,0,7
7,-9,-2,1025,1.78,0,0,9
9,-16,9,1026,3.13,0,0,16
10,-17,11,1027,1.79,0,0,16
12,-17,13,1026,0.89,0,0,14
13,-19,14,1024,3.13,0,0,10
15,-19,15,1022,3.13,0,0,13
17,-18,14,1021,8.05,0,0,23
18,-18,12,1021,12.07,0,0,25
19,-17,10,1022,15.2,0,0,36
21,-12,7,1022,22.35,0,0,54
22,-12,7,1022,26.37,0,0,60
23,-13,8,1022,31.29,0,0,78
0,-12,7,1021,34.42,0,0,80
2,-11,3,1020,0.89,0,0,101
3,-11,1,1020,0.89,0,0,115
4,-9,-1,1020,2.68,0,0,129
5,-9,0,1019,0.89,0,0,116
6,-9,-2,1019,1.78,0,0,116
8,-6,1,1019,0.89,0,0,130
9,-8,5,1019,1.78,0,0,150
10,-8,8,1018,2.67,0,0,163
11,-8,9,1018,3.56,0,0,172
12,-9,11,1017,4.45,0,0,192
14,-10,13,1014,7.13,0,0,187
15,-9,14,1013,3.13,0,0,204
16,-9,14,1013,4.92,0,0,218
19,-6,5,1014,1.34,0,0,225
20,-7,6,1014,2.23,0,0,235
23,-6,3,1014,1.78,0,0,275
1,-6,3,1014,4.92,0,0,225
4,-6,2,1013,12.97,0,0,202
5,-6,2,1013,16.1,0,0,200
6,-5,2,1013,19.23,0,0,206
9,-6,7,1015,30.4,0,0,196
11,-6,10,1014,38.44,0,0,187
12,-6,10,1013,42.46,0,0,204
13,-6,10,1012,0.89,0,0,233
14,-6,12,1011,1.78,0,0,259
15,-6,13,1011,2.67,0,0,267
16,-6,14,1011,3.56,0,0,246
17,-5,13,1011,4.45,0,0,247
21,-3,5,1014,8.91,0,0,257
23,-4,1,1013,10.69,0,0,245
1,-4,-1,1013,1.79,0,0,239
2,-4,-1,1013,0.89,0,0,240
4,-5,-3,1012,3.57,0,0,338
5,-5,-2,1012,0.45,0,0,334
6,-5,-2,1012,0.89,0,0,344
7,-3,-1,1012,0.45,0,0,351
8,-1,2,1012,0.89,0,0,331
9,-2,7,1013,0.89,0,0,327
10,-2,8,1012,1.78,0,0,306
12,-3,14,1009,4.92,0,0,363
13,-3,17,1007,8.94,0,0,306
14,-5,18,1006,3.13,0,0,293
17,-1,16,1002,1.79,0,0,201
18,0,14,1002,0.89,0,0,200
19,0,11,1003,1.79,0,0,195
22,-1,6,1003,1.79,0,0,516
23,0,7,1004,0.45,0,0,469
0,-1,5,1003,0.89,0,0,450
1,-2,4,1004,2.68,0,0,397
3,-2,3,1003,8.94,0,0,364
6,-3,0,1005,2.23,0,0,350
7,-4,0,1005,3.13,0,0,337
8,0,7,1006,0.89,0,0,323
11,-5,20,1006,4.92,0,0,139
13,0,18,1005,16.09,0,0,189
15,0,14,1005,29.95,0,0,216
16,0,13,1005,38,0,0,145
17,-1,11,1006,42.92,0,0,99
18,-1,9,1006,46.05,0,0,87
19,-2,7,1006,47.84,0,0,93
22,-4,6,1006,55.89,0,0,97
0,-4,2,1003,0.89,0,0,87
1,-4,3,1002,1.78,0,0,105
2,-4,1,1001,0.89,0,0,114
3,-4,3,1000,0.89,0,0,119
4,-3,1,998,1.78,0,0,128
5,-3,2,997,2.67,0,0,129
6,-4,1,998,1.79,0,0,122
7,-3,1,998,4.92,0,0,122
8,-2,4,999,8.05,0,0,124
9,-3,7,1000,12.07,0,0,136
11,-11,18,1004,16.99,0,0,33
12,-16,15,1007,33.08,0,0,42
14,-21,11,1012,64.37,0,0,40
15,-22,10,1014,76.44,0,0,32
16,-22,10,1015,86.27,0,0,19
17,-22,10,1017,94.32,0,0,16
19,-22,7,1022,113.09,0,0,16
20,-21,6,1023,122.03,0,0,12
21,-21,5,1025,134.1,0,0,10
0,-19,2,1027,1.79,0,0,12
1,-15,0,1027,3.13,0,0,15
3,-16,1,1027,0.89,0,0,20
7,-10,-4,1028,2.67,0,0,26
8,-11,1,1029,1.79,0,0,27
9,-19,7,1029,5.81,0,0,29
10,-19,8,1029,10.73,0,0,27
11,-21,10,1028,15.65,0,0,33
13,-22,11,1026,23.69,0,0,33
14,-20,12,1025,28.61,0,0,35
15,-20,12,1024,33.53,0,0,33
16,-19,12,1024,39.34,0,0,37
17,-18,11,1024,45.15,0,0,42
18,-16,9,1024,50.07,0,0,59
19,-15,8,1024,53.2,0,0,67
20,-14,6,1025,54.99,0,0,80
21,-12,4,1025,56.78,0,0,75
22,-12,5,1025,58.57,0,0,87
23,-11,2,1025,60.36,0,0,88
0,-11,3,1025,62.15,0,0,81
2,-10,1,1024,0.89,0,0,103
3,-9,0,1023,1.78,0,0,118
5,-8,-1,1023,2.68,0,0,110
6,-8,-1,1023,0.89,0,0,102
7,-6,-1,1023,1.78,0,0,94
8,-7,3,1023,1.79,0,0,105
10,-8,6,1022,6.71,0,0,155
11,-9,7,1022,8.5,0,0,150
12,-9,8,1021,11.63,0,0,156
14,-9,11,1018,19.23,0,0,114
15,-8,12,1017,24.15,0,0,114
16,-9,12,1016,29.07,0,0,120
17,-6,11,1015,33.09,0,0,153
19,-4,9,1016,36.67,0,0,162
21,-3,8,1016,39.35,0,0,158
23,-4,8,1015,44.27,0,0,108
0,-4,8,1014,46.06,0,0,114
3,-2,6,1012,1.78,0,0,135
4,-1,5,1012,2.67,0,1,137
5,0,4,1012,0.89,0,2,150
6,1,3,1012,1.79,0,3,153
7,1,3,1012,0.89,0,4,145
8,1,3,1012,1.34,0,5,127
9,2,3,1013,2.23,0,6,130
10,2,3,1012,1.79,0,7,161
11,2,4,1012,0.89,0,8,164
12,3,4,1012,0.89,0,9,167
13,3,5,1012,4.02,0,0,148
16,4,6,1013,0.89,0,0,150
19,2,5,1017,9.39,0,0,159
20,3,5,1019,0.89,0,0,176
21,2,3,1020,1.78,0,0,174
22,2,6,1021,1.79,0,0,194
23,1,3,1022,0.89,0,0,114
0,-5,3,1023,3.13,0,0,67
1,-6,0,1024,6.26,0,0,23
2,-9,1,1025,10.28,0,0,13
3,-8,-1,1025,13.41,0,0,10
4,-9,-1,1026,16.54,0,0,11
6,-10,-1,1027,7.15,0,0,14
8,-11,2,1030,4.02,0,0,15
10,-15,5,1031,13.86,0,0,16
12,-16,6,1031,21.9,0,0,13
13,-18,7,1029,23.69,0,0,10
14,-18,8,1029,0.89,0,0,14
15,-19,8,1028,2.68,0,0,12
18,-15,6,1028,4.92,0,0,23
19,-12,4,1029,5.81,0,0,37
21,-12,4,1030,9.39,0,0,30
22,-9,2,1030,11.18,0,0,34
23,-9,2,1030,14.31,0,0,48
2,-4,-1,1031,24.14,0,0,77
3,-4,-1,1031,25.93,0,0,83
4,-4,-2,1030,27.72,0,0,92
6,-4,-1,1030,0.89,0,0,84
7,-4,-1,1030,0.89,0,0,75
8,-3,0,1031,0.89,0,0,88
9,-4,1,1031,1.79,0,0,92
10,-5,3,1030,1.79,0,0,92
11,-4,4,1029,1.79,0,0,112
14,-6,9,1026,3.13,0,0,122
15,-6,9,1025,6.26,0,0,109
18,-5,7,1024,21.02,0,0,128
19,-5,5,1024,25.04,0,0,127
21,-4,3,1024,26.82,0,0,136
22,-3,3,1024,28.61,0,0,165
23,-3,3,1024,30.4,0,0,182
0,-3,2,1024,0.89,0,0,182
1,-3,1,1023,1.78,0,0,195
2,-4,0,1023,0.89,0,0,205
4,-4,-1,1022,2.68,0,0,226
6,-3,-2,1022,1.78,0,0,197
7,-3,-1,1022,1.79,0,0,187
8,-1,1,1022,0.89,0,0,174
9,-2,3,1022,0.89,0,0,181
10,-1,5,1022,0.89,0,0,192
13,-2,10,1019,1.79,0,0,254
14,-2,11,1018,3.13,0,0,271
16,-1,11,1017,3.58,0,0,294
17,0,11,1017,1.79,0,0,280
18,1,9,1017,1.79,0,0,294
19,1,9,1018,2.68,0,0,302
20,2,7,1018,3.57,0,0,324
21,2,6,1020,4.46,0,0,315
22,1,5,1020,0.89,0,0,328
23,1,4,1021,1.79,0,0,355
0,0,3,1021,4.92,0,0,405
1,0,2,1021,8.05,0,0,347
2,0,4,1022,12.07,0,0,346
3,0,4,1022,13.86,0,0,342
9,0,9,1026,14.31,0,0,315
10,0,11,1026,17.44,0,0,295
11,-1,14,1026,0.89,0,0,239
12,-2,14,1025,2.68,0,0,212
15,-2,14,1022,10.73,0,0,208
16,-2,14,1021,14.75,0,0,229
17,-1,13,1021,18.77,0,0,235
19,3,10,1020,25.92,0,0,251
20,3,10,1020,29.05,0,0,280
22,1,7,1020,35.31,0,0,205
23,0,6,1019,0.89,0,0,202
1,1,5,1018,2.68,0,0,216
2,0,5,1017,0.89,0,0,221
3,0,4,1016,1.78,0,0,227
6,0,4,1013,1.79,0,0,232
7,0,3,1012,3.58,0,0,241
10,2,8,1010,3.58,0,0,287
12,2,11,1008,2.68,0,0,337
16,4,16,1002,9.84,0,0,402
18,3,11,1001,13.42,0,0,422
19,4,11,1001,0.89,0,0,429
21,5,8,1002,0.89,0,0,512
22,3,7,1002,1.78,0,0,541
23,5,8,1001,0.89,0,0,522
0,3,8,1002,4.91,0,0,498
1,3,8,1002,8.04,0,0,517
3,2,7,1002,16.98,0,0,39
4,-10,10,1002,25.92,0,0,14
7,-17,7,1007,59.89,0,0,13
8,-16,7,1008,71.07,0,0,9
9,-18,7,1009,80.01,0,0,13
10,-21,10,1009,85.82,0,0,10
11,-20,9,1010,4.92,0,0,7
12,-21,9,1010,8.94,0,0,6
13,-22,11,1009,1.79,0,0,9
14,-22,13,1008,4.02,0,0,10
15,-22,12,1007,7.15,0,0,19
16,-21,11,1006,4.92,0,0,14
18,-18,9,1006,16.99,0,0,25
19,-3,6,1007,25.93,0,0,87
20,-4,4,1009,33.98,0,0,49
21,-4,3,1010,41.13,0,0,36
22,-5,2,1010,46.05,0,0,30
23,-5,2,1010,50.07,0,0,35
0,-5,1,1011,53.2,0,0,30
1,-4,1,1012,56.33,0,0,33
4,-3,0,1012,8.94,0,0,25
5,-3,0,1011,10.73,0,0,23
7,-3,0,1012,12.51,0,0,34
8,-2,2,1013,1.79,0,0,34
10,-3,3,1014,4.02,0,0,59
12,-1,5,1013,6.26,0,1,69
14,0,5,1013,3.13,0,0,69
15,1,5,1013,7.15,0,0,72
16,1,4,1014,11.17,0,0,63
17,1,3,1015,15.19,0,1,57
18,1,2,1016,18.32,0,2,41
19,1,2,1017,19.21,0,3,60
20,0,1,1016,0.89,1,0,69
21,0,1,1018,1.78,2,0,100
22,0,0,1022,1.79,3,0,105
0,-1,-1,1022,8.94,5,0,75
1,-1,-1,1023,10.73,6,0,62
2,-2,-2,1024,12.52,7,0,53
3,-2,-2,1025,0.89,8,0,54
4,-2,-2,1025,1.79,9,0,45
6,-3,-3,1025,4.47,0,0,28
8,-2,-1,1026,8.49,0,0,39
9,-1,0,1027,9.38,0,0,48
10,-2,0,1027,11.17,0,0,63
11,-6,2,1026,3.13,0,0,56
12,-10,3,1025,8.05,0,0,56
15,-8,5,1022,4.02,0,0,53
16,-6,6,1021,7.15,0,0,53
17,-6,5,1021,11.17,0,0,63
18,-5,4,1020,14.3,0,0,70
20,-3,2,1020,23.24,0,0,97
21,-3,2,1020,27.26,0,0,102
22,-3,1,1020,30.39,0,0,109
23,-3,2,1019,32.18,0,0,119
0,-3,2,1018,35.31,0,0,118
1,-3,2,1018,38.44,0,0,114
2,-3,1,1017,41.57,0,0,98
4,-4,0,1015,47.83,0,0,94
5,-4,0,1014,49.62,0,0,97
6,-4,0,1014,51.41,0,0,108
7,-3,0,1013,0.89,0,0,107
10,-3,4,1011,0.89,0,0,123
12,-3,6,1009,3.58,0,0,164
13,-3,7,1008,0.89,0,0,173
14,-2,8,1007,2.68,0,0,172
15,-2,8,1006,1.79,0,0,183
16,-2,8,1006,0.89,0,0,192
19,-1,5,1007,11.18,0,0,224
22,-1,5,1011,8.04,0,0,211
0,-1,2,1013,16.09,0,0,209
1,-4,2,1014,4.02,0,0,166
2,-7,6,1014,8.04,0,0,125
3,-7,3,1015,4.02,0,0,94
4,-5,2,1015,8.04,0,0,51
5,-8,3,1017,1.79,0,0,58
6,-10,3,1018,5.81,0,0,51
7,-10,3,1019,1.79,0,0,17
10,-13,8,1020,1.79,0,0,17
11,-7,8,1020,4.92,0,0,66
13,-7,9,1018,14.75,0,0,62
15,-6,10,1017,25.48,0,0,76
17,-6,10,1016,37.1,0,0,74
18,-5,9,1016,42.91,0,0,82
19,-5,7,1017,46.93,0,0,74
20,-4,6,1017,51.85,0,0,69
21,-4,4,1018,55.87,0,0,63
22,-4,4,1018,59.89,0,0,61
23,-3,2,1018,64.81,0,0,58
0,-3,1,1018,68.83,0,0,54
2,-3,0,1016,73.75,0,0,51
3,-3,1,1015,75.54,0,0,51
4,-3,1,1015,79.56,0,0,51
5,-3,0,1014,82.69,0,0,52
6,-3,0,1014,86.71,0,0,56
7,-3,1,1014,89.84,0,0,60
8,-4,1,1012,94.76,0,0,76
9,-4,3,1011,97.89,0,0,97
13,-6,5,1010,0.89,0,0,90
16,-10,13,1010,12.07,0,0,86
17,-11,12,1011,25.93,0,0,71
18,-11,9,1014,38,0,0,18
19,-13,7,1017,47.83,0,0,15
20,-13,6,1018,57.66,0,0,11
21,-15,5,1020,64.81,0,0,12
22,-14,3,1021,69.73,0,0,8
23,-15,3,1022,4.92,0,0,5
1,-16,2,1023,15.65,0,0,10
3,-13,0,1024,26.38,0,0,11
5,-12,-1,1024,3.13,0,0,11
6,-12,-1,1024,4.92,0,0,13
7,-13,1,1025,1.79,0,0,18
8,-17,4,1025,6.71,0,0,18
9,-17,4,1025,11.63,0,0,11
12,-18,8,1023,3.13,0,0,11
13,-18,8,1022,6.26,0,0,15
17,-17,9,1018,8.04,0,0,15
18,-15,8,1018,11.17,0,0,21
19,-14,6,1019,14.3,0,0,32
20,-14,6,1019,18.32,0,0,50
22,-12,4,1021,23.24,0,0,56
23,-10,3,1021,0.89,0,0,58
0,-7,2,1022,4.02,0,0,71
3,-5,0,1023,16.09,0,0,90
4,-5,-1,1023,19.22,0,0,74
7,-5,0,1024,2.67,0,0,119
8,-5,1,1024,3.56,0,0,121
11,-8,6,1023,3.58,0,0,112
14,-9,10,1020,4.92,0,0,129
15,-9,11,1019,3.13,0,0,137
16,-9,11,1019,6.26,0,0,123
19,-9,8,1018,15.2,0,0,135
20,-8,7,1019,16.99,0,0,150
21,-7,7,1019,18.78,0,0,127
22,-7,6,1019,20.57,0,0,102
0,-8,5,1018,25.49,0,0,98
1,-8,5,1018,28.62,0,0,110
2,-8,4,1017,30.41,0,0,128
3,-7,2,1017,32.2,0,0,153
5,-4,0,1016,0.9,0,0,187
6,-4,0,1016,0.89,0,0,188
7,-3,0,1017,0.89,0,0,196
9,0,5,1016,4.92,0,0,205
10,0,7,1016,6.71,0,0,217
11,0,8,1015,8.5,0,0,229
12,0,10,1014,11.63,0,0,240
13,-1,12,1012,15.65,0,0,231
14,-2,13,1012,19.67,0,0,211
15,-3,13,1011,24.59,0,0,210
16,-3,13,1010,30.4,0,0,219
18,-1,12,1009,37.55,0,0,223
19,0,9,1009,0.89,0,0,220
22,1,8,1010,6.71,0,0,231
23,3,9,1010,10.73,0,0,154
0,3,8,1009,13.86,0,0,128
1,2,6,1009,16.99,0,0,132
2,3,7,1009,18.78,0,0,134
3,3,5,1008,20.57,0,0,135
4,4,5,1007,22.36,0,0,134
5,3,5,1007,24.15,0,0,139
8,4,6,1010,4.92,0,0,183
9,4,8,1010,6.71,0,0,179
10,5,11,1010,0.89,0,0,192
11,4,13,1009,1.79,0,0,194
12,2,15,1009,1.79,0,0,156
14,-6,20,1008,8.94,0,0,21
17,-15,17,1009,36.21,0,0,17
18,-18,14,1011,46.04,0,0,26
19,-19,12,1013,50.96,0,0,16
21,-19,10,1016,4.92,0,0,15
23,-19,8,1019,12.96,0,0,15
0,-18,8,1020,16.98,0,0,16
3,-17,5,1020,29.05,0,0,7
4,-18,5,1020,32.18,0,0,8
5,-16,3,1021,0.89,0,0,16
6,-13,2,1022,1.79,0,0,17
7,-12,4,1022,3.58,0,0,25
9,-20,7,1023,3.13,0,0,13
10,-21,8,1023,4.92,0,0,19
12,-14,10,1022,4.92,0,0,15
14,-14,11,1020,14.76,0,0,11
15,-16,12,1019,20.57,0,0,21
16,-17,13,1019,4.02,0,0,20
18,-18,12,1019,1.79,0,0,17
20,-7,10,1020,5.81,0,0,97
21,-4,8,1021,7.6,0,0,120
23,-3,5,1022,11.18,0,0,109
1,-3,1,1022,0.89,0,0,93
2,-4,1,1022,1.79,0,0,103
4,-6,2,1022,0.89,0,0,110
5,-6,1,1023,0.89,0,0,100
8,-3,3,1024,3.13,0,0,116
9,-4,5,1024,7.15,0,0,127
10,-8,9,1023,4.02,0,0,117
11,-11,9,1023,4.02,0,0,90
12,-14,10,1022,8.94,0,0,78
13,-11,10,1021,12.96,0,0,119
15,-9,10,1020,18.77,0,0,108
16,-9,10,1020,20.56,0,0,93
17,-7,9,1019,3.13,0,0,97
19,-4,7,1020,1.79,0,0,101
20,-4,6,1021,3.13,0,0,80
21,-5,4,1022,7.15,0,0,75
22,-5,4,1022,11.17,0,0,58
1,-6,3,1023,19.22,0,0,72
2,-7,3,1023,22.35,0,0,75
4,-7,3,1022,0.9,0,0,85
5,-8,2,1022,1.79,0,0,82
6,-7,2,1023,3.58,0,0,81
8,-7,6,1023,8.5,0,0,90
9,-7,7,1024,3.13,0,0,93
10,-7,7,1024,6.26,0,0,100
13,-5,10,1022,15.65,0,0,97
14,-4,11,1021,19.67,0,0,116
15,-2,10,1021,24.59,0,0,110
17,0,7,1020,33.53,0,0,104
18,0,7,1021,37.55,0,0,85
19,0,6,1021,41.57,0,0,91
20,0,5,1022,44.7,0,0,98
21,0,4,1023,47.83,0,0,107
22,0,4,1023,49.62,0,0,100
23,0,3,1024,51.41,0,0,101
0,1,4,1024,53.2,0,0,107
2,1,4,1023,59.46,0,0,106
4,1,3,1022,63.04,0,0,130
6,1,4,1022,66.62,0,0,140
7,2,4,1022,68.41,0,0,141
8,2,4,1022,70.2,0,0,155
10,2,4,1022,76.46,0,0,193
12,3,7,1020,81.38,0,0,230
13,3,6,1018,83.17,0,0,227
18,3,7,1015,3.58,0,0,258
19,3,5,1015,3.13,0,0,254
21,2,5,1015,8.05,0,0,256
22,3,6,1015,11.18,0,0,255
0,3,7,1015,0.89,0,0,244
1,3,6,1015,4.02,0,0,259
2,2,6,1014,0.89,0,0,244
3,3,7,1014,3.13,0,0,256
6,2,3,1014,1.79,0,0,247
7,3,6,1014,3.58,0,0,247
9,-3,13,1014,5.81,0,0,18
11,-4,14,1016,23.69,0,0,15
12,0,15,1016,31.74,0,0,29
13,-2,15,1016,8.94,0,0,39
14,-4,16,1017,14.75,0,0,37
15,-7,15,1017,8.05,0,0,39
16,-6,15,1017,5.81,0,0,41
17,-7,14,1018,9.83,0,0,38
18,-7,14,1019,11.62,0,0,31
20,-10,8,1021,7.15,0,0,20
21,-12,10,1022,12.07,0,0,19
22,-20,10,1022,16.99,0,0,7
1,-13,4,1023,3.13,0,0,13
3,-9,1,1023,3.13,0,0,49
4,-7,1,1022,0.45,0,0,64
5,-6,-1,1022,1.34,0,0,96
6,-5,0,1022,1.79,0,0,122
7,-4,1,1022,0.89,0,0,133
9,-3,8,1021,3.58,0,0,175
12,-2,14,1018,4.02,0,0,169
13,-3,16,1016,8.04,0,0,155
15,-4,18,1014,17.88,0,0,119
16,-5,18,1013,23.69,0,0,113
17,-5,18,1012,28.61,0,0,130
18,-5,17,1011,32.63,0,0,123
23,-2,11,1011,0.89,0,0,130
0,-2,8,1011,1.78,0,0,138
2,-1,5,1010,1.79,0,0,153
3,-1,3,1009,0.89,0,0,184
4,-1,3,1010,0.89,0,0,179
5,-1,3,1010,0.89,0,0,183
6,0,4,1010,0.89,0,0,194
7,1,4,1011,1.79,0,0,184
8,1,10,1012,3.58,0,0,153
9,-1,13,1012,3.13,0,0,150
11,0,18,1012,8.04,0,0,156
12,0,18,1012,15.19,0,0,156
14,-1,18,1012,28.15,0,0,243
15,-1,17,1012,36.2,0,0,122
16,-3,16,1012,44.25,0,0,100
17,-4,16,1012,50.06,0,0,73
18,-4,14,1013,54.98,0,0,60
19,-4,12,1014,58.11,0,0,46
20,-4,11,1015,59.9,0,0,33
23,-4,8,1016,66.61,0,0,37
0,-3,7,1016,68.4,0,0,38
1,-4,9,1016,71.53,0,0,38
3,-4,8,1015,76.45,0,0,61
4,-4,9,1015,79.58,0,0,48
6,-3,8,1015,83.16,0,0,56
8,-4,10,1015,1.79,0,0,89
11,-5,11,1015,2.67,0,0,87
12,-5,11,1014,3.56,0,0,89
13,-5,11,1013,1.79,0,0,100
14,-5,11,1013,5.81,0,0,107
17,5,7,1013,21.46,0,2,83
21,5,6,1015,38.44,0,6,99
22,5,6,1016,42.46,0,7,111
23,5,6,1016,45.59,0,8,118
